,0
"(29, 75)",20.1417
"(29, 96)",6.45
"(29, 97)",6.45
"(29, 98)",6.45
"(30, 0)",22.1583
"(30, 1)",10.62
"(30, 2)",10.62
"(30, 3)",10.62
"(30, 4)",10.62
"(30, 5)",10.62
"(30, 17)",6.45
"(30, 18)",6.45
"(30, 19)",22.1583
"(30, 20)",6.45
"(30, 21)",6.45
"(30, 22)",22.1583
"(30, 23)",6.45
"(30, 24)",6.45
"(30, 25)",22.1583
"(30, 26)",6.45
"(30, 27)",6.45
"(30, 28)",0.0
"(30, 29)",0.0
"(30, 30)",0.0
"(30, 31)",0.0
"(30, 32)",0.0
"(30, 33)",22.1583
"(30, 34)",15.6567
"(30, 35)",15.6567
"(30, 36)",15.6567
"(30, 37)",22.1583
"(30, 38)",22.1583
"(30, 39)",15.6567
"(30, 40)",15.6567
"(30, 41)",15.6567
"(30, 42)",22.1583
"(30, 43)",24.245
"(30, 44)",24.245
"(30, 45)",19.025
"(30, 46)",19.025
"(30, 47)",19.025
"(30, 48)",19.025
"(30, 49)",19.025
"(30, 62)",22.1917
"(30, 63)",22.1917
"(30, 64)",22.1583
"(30, 65)",22.1917
"(30, 66)",22.1917
"(30, 67)",22.1583
"(30, 68)",22.1917
"(30, 69)",22.1917
"(30, 70)",22.1583
"(30, 71)",20.1417
"(30, 72)",20.1417
"(30, 73)",20.1417
"(30, 74)",20.1417
"(30, 75)",20.1417
"(30, 96)",6.45
"(30, 97)",6.45
"(30, 98)",6.45
"(31, 0)",22.1583
"(31, 1)",10.62
"(31, 2)",10.62
"(31, 3)",10.62
"(31, 4)",10.62
"(31, 5)",10.62
"(31, 17)",6.45
"(31, 18)",6.45
"(31, 19)",22.1583
"(31, 20)",6.45
"(31, 21)",6.45
"(31, 22)",22.1583
"(31, 23)",6.45
"(31, 24)",6.45
"(31, 25)",22.1583
"(31, 26)",6.45
"(31, 27)",6.45
"(31, 28)",0.0
"(31, 29)",0.0
"(31, 30)",0.0
"(31, 31)",0.0
"(31, 32)",0.0
"(31, 33)",22.1583
"(31, 34)",15.6567
"(31, 35)",15.6567
"(31, 36)",15.6567
"(31, 37)",22.1583
"(31, 38)",22.1583
"(31, 39)",15.6567
"(31, 40)",15.6567
"(31, 41)",15.6567
"(31, 42)",22.1583
"(31, 43)",24.245
"(31, 44)",24.245
"(31, 45)",19.025
"(31, 46)",19.025
"(31, 47)",19.025
"(31, 48)",19.025
"(31, 49)",19.025
"(31, 62)",22.1917
"(31, 63)",22.1917
"(31, 64)",22.1583
"(31, 65)",22.1917
"(31, 66)",22.1917
"(31, 67)",22.1583
"(31, 68)",22.1917
"(31, 69)",22.1917
"(31, 70)",22.1583
"(31, 71)",20.1417
"(31, 72)",20.1417
"(31, 73)",20.1417
"(31, 74)",20.1417
"(31, 75)",20.1417
"(31, 96)",6.45
"(31, 97)",6.45
"(31, 98)",6.45
"(32, 0)",22.1583
"(32, 1)",10.62
"(32, 2)",10.62
"(32, 3)",10.62
"(32, 4)",10.62
"(32, 5)",10.62
"(32, 17)",6.45
"(32, 18)",6.45
"(32, 19)",22.1583
"(32, 20)",6.45
"(32, 21)",6.45
"(32, 22)",22.1583
"(32, 23)",6.45
"(32, 24)",6.45
"(32, 25)",22.1583
"(32, 26)",6.45
"(32, 27)",6.45
"(32, 28)",0.0
"(32, 29)",0.0
"(32, 30)",0.0
"(32, 31)",0.0
"(32, 32)",0.0
"(32, 33)",22.1583
"(32, 34)",15.6567
"(32, 35)",15.6567
"(32, 36)",15.6567
"(32, 37)",22.1583
"(32, 38)",22.1583
"(32, 39)",15.6567
"(32, 40)",15.6567
"(32, 41)",15.6567
"(32, 42)",22.1583
"(32, 43)",24.245
"(32, 44)",24.245
"(32, 45)",19.025
"(32, 46)",19.025
"(32, 47)",19.025
"(32, 48)",19.025
"(32, 49)",19.025
"(32, 62)",22.1917
"(32, 63)",22.1917
"(32, 64)",22.1583
"(32, 65)",22.1917
"(32, 66)",22.1917
"(32, 67)",22.1583
"(32, 68)",22.1917
"(32, 69)",22.1917
"(32, 70)",22.1583
"(32, 71)",20.1417
"(32, 72)",20.1417
"(32, 73)",20.1417
"(32, 74)",20.1417
"(32, 75)",20.1417
"(32, 96)",6.45
"(32, 97)",6.45
"(32, 98)",6.45
"(33, 0)",0.0
"(33, 1)",13.8983
"(33, 2)",13.8983
"(33, 3)",13.8983
"(33, 4)",13.8983
"(33, 5)",13.8983
"(33, 17)",23.7383
"(33, 18)",23.7383
"(33, 19)",0.0
"(33, 20)",23.7383
"(33, 21)",23.7383
"(33, 22)",0.0
"(33, 23)",23.7383
"(33, 24)",23.7383
"(33, 25)",0.0
"(33, 26)",23.7383
"(33, 27)",23.7383
"(33, 28)",22.28
"(33, 29)",22.28
"(33, 30)",22.28
"(33, 31)",22.28
"(33, 32)",22.28
"(33, 33)",0.0
"(33, 34)",16.8933
"(33, 35)",16.8933
"(33, 36)",16.8933
"(33, 37)",0.0
"(33, 38)",0.0
"(33, 39)",16.8933
"(33, 40)",16.8933
"(33, 41)",16.8933
"(33, 42)",0.0
"(33, 43)",11.2267
"(33, 44)",11.2267
"(33, 45)",4.595
"(33, 46)",4.595
"(33, 47)",4.595
"(33, 48)",4.595
"(33, 49)",4.595
"(33, 62)",9.9617
"(33, 63)",9.9617
"(33, 64)",0.0
"(33, 65)",9.9617
"(33, 66)",9.9617
"(33, 67)",0.0
"(33, 68)",9.9617
"(33, 69)",9.9617
"(33, 70)",0.0
"(33, 71)",7.37
"(33, 72)",7.37
"(33, 73)",7.37
"(33, 74)",7.37
"(33, 75)",7.37
"(33, 96)",23.7383
"(33, 97)",23.7383
"(33, 98)",23.7383
"(34, 0)",16.5217
"(34, 1)",8.7983
"(34, 2)",8.7983
"(34, 3)",8.7983
"(34, 4)",8.7983
"(34, 5)",8.7983
"(34, 17)",17.06
"(34, 18)",17.06
"(34, 19)",16.5217
"(34, 20)",17.06
"(34, 21)",17.06
"(34, 22)",16.5217
"(34, 23)",17.06
"(34, 24)",17.06
"(34, 25)",16.5217
"(34, 26)",17.06
"(34, 27)",17.06
"(34, 28)",15.6017
"(34, 29)",15.6017
"(34, 30)",15.6017
"(34, 31)",15.6017
"(34, 32)",15.6017
"(34, 33)",16.5217
"(34, 34)",0.0
"(34, 35)",0.0
"(34, 36)",0.0
"(34, 37)",16.5217
"(34, 38)",16.5217
"(34, 39)",0.0
"(34, 40)",0.0
"(34, 41)",0.0
"(34, 42)",16.5217
"(34, 43)",22.2367
"(34, 44)",22.2367
"(34, 45)",17.0167
"(34, 46)",17.0167
"(34, 47)",17.0167
"(34, 48)",17.0167
"(34, 49)",17.0167
"(34, 62)",20.1833
"(34, 63)",20.1833
"(34, 64)",16.5217
"(34, 65)",20.1833
"(34, 66)",20.1833
"(34, 67)",16.5217
"(34, 68)",20.1833
"(34, 69)",20.1833
"(34, 70)",16.5217
"(34, 71)",18.1333
"(34, 72)",18.1333
"(34, 73)",18.1333
"(34, 74)",18.1333
"(34, 75)",18.1333
"(34, 96)",17.06
"(34, 97)",17.06
"(34, 98)",17.06
"(35, 0)",16.5217
"(35, 1)",8.7983
"(35, 2)",8.7983
"(35, 3)",8.7983
"(35, 4)",8.7983
"(35, 5)",8.7983
"(35, 17)",17.06
"(35, 18)",17.06
"(35, 19)",16.5217
"(35, 20)",17.06
"(35, 21)",17.06
"(35, 22)",16.5217
"(35, 23)",17.06
"(35, 24)",17.06
"(35, 25)",16.5217
"(35, 26)",17.06
"(35, 27)",17.06
"(35, 28)",15.6017
"(35, 29)",15.6017
"(35, 30)",15.6017
"(35, 31)",15.6017
"(35, 32)",15.6017
"(35, 33)",16.5217
"(35, 34)",0.0
"(35, 35)",0.0
"(35, 36)",0.0
"(35, 37)",16.5217
"(35, 38)",16.5217
"(35, 39)",0.0
"(35, 40)",0.0
"(35, 41)",0.0
"(35, 42)",16.5217
"(35, 43)",22.2367
"(35, 44)",22.2367
"(35, 45)",17.0167
"(35, 46)",17.0167
"(35, 47)",17.0167
"(35, 48)",17.0167
"(35, 49)",17.0167
"(35, 62)",20.1833
"(35, 63)",20.1833
"(35, 64)",16.5217
"(35, 65)",20.1833
"(35, 66)",20.1833
"(35, 67)",16.5217
"(35, 68)",20.1833
"(35, 69)",20.1833
"(35, 70)",16.5217
"(35, 71)",18.1333
"(35, 72)",18.1333
"(35, 73)",18.1333
"(35, 74)",18.1333
"(35, 75)",18.1333
"(35, 96)",17.06
"(35, 97)",17.06
"(35, 98)",17.06
"(36, 0)",16.5217
"(36, 1)",8.7983
"(36, 2)",8.7983
"(36, 3)",8.7983
"(36, 4)",8.7983
"(36, 5)",8.7983
"(36, 17)",17.06
"(36, 18)",17.06
"(36, 19)",16.5217
"(36, 20)",17.06
"(36, 21)",17.06
"(36, 22)",16.5217
"(36, 23)",17.06
"(36, 24)",17.06
"(36, 25)",16.5217
"(36, 26)",17.06
"(36, 27)",17.06
"(36, 28)",15.6017
"(36, 29)",15.6017
"(36, 30)",15.6017
"(36, 31)",15.6017
"(36, 32)",15.6017
"(36, 33)",16.5217
"(36, 34)",0.0
"(36, 35)",0.0
"(36, 36)",0.0
"(36, 37)",16.5217
"(36, 38)",16.5217
"(36, 39)",0.0
"(36, 40)",0.0
"(36, 41)",0.0
"(36, 42)",16.5217
"(36, 43)",22.2367
"(36, 44)",22.2367
"(36, 45)",17.0167
"(36, 46)",17.0167
"(36, 47)",17.0167
"(36, 48)",17.0167
"(36, 49)",17.0167
"(36, 62)",20.1833
"(36, 63)",20.1833
"(36, 64)",16.5217
"(36, 65)",20.1833
"(36, 66)",20.1833
"(36, 67)",16.5217
"(36, 68)",20.1833
"(36, 69)",20.1833
"(36, 70)",16.5217
"(36, 71)",18.1333
"(36, 72)",18.1333
"(36, 73)",18.1333
"(36, 74)",18.1333
"(36, 75)",18.1333
"(36, 96)",17.06
"(36, 97)",17.06
"(36, 98)",17.06
"(37, 0)",0.0
"(37, 1)",13.8983
"(37, 2)",13.8983
"(37, 3)",13.8983
"(37, 4)",13.8983
"(37, 5)",13.8983
"(37, 17)",23.7383
"(37, 18)",23.7383
"(37, 19)",0.0
"(37, 20)",23.7383
"(37, 21)",23.7383
"(37, 22)",0.0
"(37, 23)",23.7383
"(37, 24)",23.7383
"(37, 25)",0.0
"(37, 26)",23.7383
"(37, 27)",23.7383
"(37, 28)",22.28
"(37, 29)",22.28
"(37, 30)",22.28
"(37, 31)",22.28
"(37, 32)",22.28
"(37, 33)",0.0
"(37, 34)",16.8933
"(37, 35)",16.8933
"(37, 36)",16.8933
"(37, 37)",0.0
"(37, 38)",0.0
"(37, 39)",16.8933
"(37, 40)",16.8933
"(37, 41)",16.8933
"(37, 42)",0.0
"(37, 43)",11.2267
"(37, 44)",11.2267
"(37, 45)",4.595
"(37, 46)",4.595
"(37, 47)",4.595
"(37, 48)",4.595
"(37, 49)",4.595
"(37, 62)",9.9617
"(37, 63)",9.9617
"(37, 64)",0.0
"(37, 65)",9.9617
"(37, 66)",9.9617
"(37, 67)",0.0
"(37, 68)",9.9617
"(37, 69)",9.9617
"(37, 70)",0.0
"(37, 71)",7.37
"(37, 72)",7.37
"(37, 73)",7.37
"(37, 74)",7.37
"(37, 75)",7.37
"(37, 96)",23.7383
"(37, 97)",23.7383
"(37, 98)",23.7383
"(38, 0)",0.0
"(38, 1)",13.8983
"(38, 2)",13.8983
"(38, 3)",13.8983
"(38, 4)",13.8983
"(38, 5)",13.8983
"(38, 17)",23.7383
"(38, 18)",23.7383
"(38, 19)",0.0
"(38, 20)",23.7383
"(38, 21)",23.7383
"(38, 22)",0.0
"(38, 23)",23.7383
"(38, 24)",23.7383
"(38, 25)",0.0
"(38, 26)",23.7383
"(38, 27)",23.7383
"(38, 28)",22.28
"(38, 29)",22.28
"(38, 30)",22.28
"(38, 31)",22.28
"(38, 32)",22.28
"(38, 33)",0.0
"(38, 34)",16.8933
"(38, 35)",16.8933
"(38, 36)",16.8933
"(38, 37)",0.0
"(38, 38)",0.0
"(38, 39)",16.8933
"(38, 40)",16.8933
"(38, 41)",16.8933
"(38, 42)",0.0
"(38, 43)",11.2267
"(38, 44)",11.2267
"(38, 45)",4.595
"(38, 46)",4.595
"(38, 47)",4.595
"(38, 48)",4.595
"(38, 49)",4.595
"(38, 62)",9.9617
"(38, 63)",9.9617
"(38, 64)",0.0
"(38, 65)",9.9617
"(38, 66)",9.9617
"(38, 67)",0.0
"(38, 68)",9.9617
"(38, 69)",9.9617
"(38, 70)",0.0
"(38, 71)",7.37
"(38, 72)",7.37
"(38, 73)",7.37
"(38, 74)",7.37
"(38, 75)",7.37
"(38, 96)",23.7383
"(38, 97)",23.7383
"(38, 98)",23.7383
"(39, 0)",16.5217
"(39, 1)",8.7983
"(39, 2)",8.7983
"(39, 3)",8.7983
"(39, 4)",8.7983
"(39, 5)",8.7983
"(39, 17)",17.06
"(39, 18)",17.06
"(39, 19)",16.5217
"(39, 20)",17.06
"(39, 21)",17.06
"(39, 22)",16.5217
"(39, 23)",17.06
"(39, 24)",17.06
"(39, 25)",16.5217
"(39, 26)",17.06
"(39, 27)",17.06
"(39, 28)",15.6017
"(39, 29)",15.6017
"(39, 30)",15.6017
"(39, 31)",15.6017
"(39, 32)",15.6017
"(39, 33)",16.5217
"(39, 34)",0.0
"(39, 35)",0.0
"(39, 36)",0.0
"(39, 37)",16.5217
"(39, 38)",16.5217
"(39, 39)",0.0
"(39, 40)",0.0
"(39, 41)",0.0
"(39, 42)",16.5217
"(39, 43)",22.2367
"(39, 44)",22.2367
"(39, 45)",17.0167
"(39, 46)",17.0167
"(39, 47)",17.0167
"(39, 48)",17.0167
"(39, 49)",17.0167
"(39, 62)",20.1833
"(39, 63)",20.1833
"(39, 64)",16.5217
"(39, 65)",20.1833
"(39, 66)",20.1833
"(39, 67)",16.5217
"(39, 68)",20.1833
"(39, 69)",20.1833
"(39, 70)",16.5217
"(39, 71)",18.1333
"(39, 72)",18.1333
"(39, 73)",18.1333
"(39, 74)",18.1333
"(39, 75)",18.1333
"(39, 96)",17.06
"(39, 97)",17.06
"(39, 98)",17.06
"(40, 0)",16.5217
"(40, 1)",8.7983
"(40, 2)",8.7983
"(40, 3)",8.7983
"(40, 4)",8.7983
"(40, 5)",8.7983
"(40, 17)",17.06
"(40, 18)",17.06
"(40, 19)",16.5217
"(40, 20)",17.06
"(40, 21)",17.06
"(40, 22)",16.5217
"(40, 23)",17.06
"(40, 24)",17.06
"(40, 25)",16.5217
"(40, 26)",17.06
"(40, 27)",17.06
"(40, 28)",15.6017
"(40, 29)",15.6017
"(40, 30)",15.6017
"(40, 31)",15.6017
"(40, 32)",15.6017
"(40, 33)",16.5217
"(40, 34)",0.0
"(40, 35)",0.0
"(40, 36)",0.0
"(40, 37)",16.5217
"(40, 38)",16.5217
"(40, 39)",0.0
"(40, 40)",0.0
"(40, 41)",0.0
"(40, 42)",16.5217
"(40, 43)",22.2367
"(40, 44)",22.2367
"(40, 45)",17.0167
"(40, 46)",17.0167
"(40, 47)",17.0167
"(40, 48)",17.0167
"(40, 49)",17.0167
"(40, 62)",20.1833
"(40, 63)",20.1833
"(40, 64)",16.5217
"(40, 65)",20.1833
"(40, 66)",20.1833
"(40, 67)",16.5217
"(40, 68)",20.1833
"(40, 69)",20.1833
"(40, 70)",16.5217
"(40, 71)",18.1333
"(40, 72)",18.1333
"(40, 73)",18.1333
"(40, 74)",18.1333
"(40, 75)",18.1333
"(40, 96)",17.06
"(40, 97)",17.06
"(40, 98)",17.06
"(41, 0)",16.5217
"(41, 1)",8.7983
"(41, 2)",8.7983
"(41, 3)",8.7983
"(41, 4)",8.7983
"(41, 5)",8.7983
"(41, 17)",17.06
"(41, 18)",17.06
"(41, 19)",16.5217
"(41, 20)",17.06
"(41, 21)",17.06
"(41, 22)",16.5217
"(41, 23)",17.06
"(41, 24)",17.06
"(41, 25)",16.5217
"(41, 26)",17.06
"(41, 27)",17.06
"(41, 28)",15.6017
"(41, 29)",15.6017
"(41, 30)",15.6017
"(41, 31)",15.6017
"(41, 32)",15.6017
"(41, 33)",16.5217
"(41, 34)",0.0
"(41, 35)",0.0
"(41, 36)",0.0
"(41, 37)",16.5217
"(41, 38)",16.5217
"(41, 39)",0.0
"(41, 40)",0.0
"(41, 41)",0.0
"(41, 42)",16.5217
"(41, 43)",22.2367
"(41, 44)",22.2367
"(41, 45)",17.0167
"(41, 46)",17.0167
"(41, 47)",17.0167
"(41, 48)",17.0167
"(41, 49)",17.0167
"(41, 62)",20.1833
"(41, 63)",20.1833
"(41, 64)",16.5217
"(41, 65)",20.1833
"(41, 66)",20.1833
"(41, 67)",16.5217
"(41, 68)",20.1833
"(41, 69)",20.1833
"(41, 70)",16.5217
"(41, 71)",18.1333
"(41, 72)",18.1333
"(41, 73)",18.1333
"(41, 74)",18.1333
"(41, 75)",18.1333
"(41, 96)",17.06
"(41, 97)",17.06
"(41, 98)",17.06
"(42, 0)",0.0
"(42, 1)",13.8983
"(42, 2)",13.8983
"(42, 3)",13.8983
"(42, 4)",13.8983
"(42, 5)",13.8983
"(42, 17)",23.7383
"(42, 18)",23.7383
"(42, 19)",0.0
"(42, 20)",23.7383
"(42, 21)",23.7383
"(42, 22)",0.0
"(42, 23)",23.7383
"(42, 24)",23.7383
"(42, 25)",0.0
"(42, 26)",23.7383
"(42, 27)",23.7383
"(42, 28)",22.28
"(42, 29)",22.28
"(42, 30)",22.28
"(42, 31)",22.28
"(42, 32)",22.28
"(42, 33)",0.0
"(42, 34)",16.8933
"(42, 35)",16.8933
"(42, 36)",16.8933
"(42, 37)",0.0
"(42, 38)",0.0
"(42, 39)",16.8933
"(42, 40)",16.8933
"(42, 41)",16.8933
"(42, 42)",0.0
"(42, 43)",11.2267
"(42, 44)",11.2267
"(42, 45)",4.595
"(42, 46)",4.595
"(42, 47)",4.595
"(42, 48)",4.595
"(42, 49)",4.595
"(42, 62)",9.9617
"(42, 63)",9.9617
"(42, 64)",0.0
"(42, 65)",9.9617
"(42, 66)",9.9617
"(42, 67)",0.0
"(42, 68)",9.9617
"(42, 69)",9.9617
"(42, 70)",0.0
"(42, 71)",7.37
"(42, 72)",7.37
"(42, 73)",7.37
"(42, 74)",7.37
"(42, 75)",7.37
"(42, 96)",23.7383
"(42, 97)",23.7383
"(42, 98)",23.7383
"(43, 0)",11.2483
"(43, 1)",15.67
"(43, 2)",15.67
"(43, 3)",15.67
"(43, 4)",15.67
"(43, 5)",15.67
"(43, 17)",25.6117
"(43, 18)",25.6117
"(43, 19)",11.2483
"(43, 20)",25.6117
"(43, 21)",25.6117
"(43, 22)",11.2483
"(43, 23)",25.6117
"(43, 24)",25.6117
"(43, 25)",11.2483
"(43, 26)",25.6117
"(43, 27)",25.6117
"(43, 28)",24.1533
"(43, 29)",24.1533
"(43, 30)",24.1533
"(43, 31)",24.1533
"(43, 32)",24.1533
"(43, 33)",11.2483
"(43, 34)",21.495
"(43, 35)",21.495
"(43, 36)",21.495
"(43, 37)",11.2483
"(43, 38)",11.2483
"(43, 39)",21.495
"(43, 40)",21.495
"(43, 41)",21.495
"(43, 42)",11.2483
"(43, 43)",0.0
"(43, 44)",0.0
"(43, 45)",9.93
"(43, 46)",9.93
"(43, 47)",9.93
"(43, 48)",9.93
"(43, 49)",9.93
"(43, 62)",9.2567
"(43, 63)",9.2567
"(43, 64)",11.2483
"(43, 65)",9.2567
"(43, 66)",9.2567
"(43, 67)",11.2483
"(43, 68)",9.2567
"(43, 69)",9.2567
"(43, 70)",11.2483
"(43, 71)",5.0767
"(43, 72)",5.0767
"(43, 73)",5.0767
"(43, 74)",5.0767
"(43, 75)",5.0767
"(43, 96)",25.6117
"(43, 97)",25.6117
"(43, 98)",25.6117
"(44, 0)",11.2483
"(44, 1)",15.67
"(44, 2)",15.67
"(44, 3)",15.67
"(44, 4)",15.67
"(44, 5)",15.67
"(44, 17)",25.6117
"(44, 18)",25.6117
"(44, 19)",11.2483
"(44, 20)",25.6117
"(44, 21)",25.6117
"(44, 22)",11.2483
"(44, 23)",25.6117
"(44, 24)",25.6117
"(44, 25)",11.2483
"(44, 26)",25.6117
"(44, 27)",25.6117
"(44, 28)",24.1533
"(44, 29)",24.1533
"(44, 30)",24.1533
"(44, 31)",24.1533
"(44, 32)",24.1533
"(44, 33)",11.2483
"(44, 34)",21.495
"(44, 35)",21.495
"(44, 36)",21.495
"(44, 37)",11.2483
"(44, 38)",11.2483
"(44, 39)",21.495
"(44, 40)",21.495
"(44, 41)",21.495
"(44, 42)",11.2483
"(44, 43)",0.0
"(44, 44)",0.0
"(44, 45)",9.93
"(44, 46)",9.93
"(44, 47)",9.93
"(44, 48)",9.93
"(44, 49)",9.93
"(44, 62)",9.2567
"(44, 63)",9.2567
"(44, 64)",11.2483
"(44, 65)",9.2567
"(44, 66)",9.2567
"(44, 67)",11.2483
"(44, 68)",9.2567
"(44, 69)",9.2567
"(44, 70)",11.2483
"(44, 71)",5.0767
"(44, 72)",5.0767
"(44, 73)",5.0767
"(44, 74)",5.0767
"(44, 75)",5.0767
"(44, 96)",25.6117
"(44, 97)",25.6117
"(44, 98)",25.6117
"(45, 0)",4.4983
"(45, 1)",11.0133
"(45, 2)",11.0133
"(45, 3)",11.0133
"(45, 4)",11.0133
"(45, 5)",11.0133
"(45, 17)",20.955
"(45, 18)",20.955
"(45, 19)",4.4983
"(45, 20)",20.955
"(45, 21)",20.955
"(45, 22)",4.4983
"(45, 23)",20.955
"(45, 24)",20.955
"(45, 25)",4.4983
"(45, 26)",20.955
"(45, 27)",20.955
"(45, 28)",19.4967
"(45, 29)",19.4967
"(45, 30)",19.4967
"(45, 31)",19.4967
"(45, 32)",19.4967
"(45, 33)",4.4983
"(45, 34)",16.8383
"(45, 35)",16.8383
"(45, 36)",16.8383
"(45, 37)",4.4983
"(45, 38)",4.4983
"(45, 39)",16.8383
"(45, 40)",16.8383
"(45, 41)",16.8383
"(45, 42)",4.4983
"(45, 43)",9.8283
"(45, 44)",9.8283
"(45, 45)",0.0
"(45, 46)",0.0
"(45, 47)",0.0
"(45, 48)",0.0
"(45, 49)",0.0
"(45, 62)",8.5433
"(45, 63)",8.5433
"(45, 64)",4.4983
"(45, 65)",8.5433
"(45, 66)",8.5433
"(45, 67)",4.4983
"(45, 68)",8.5433
"(45, 69)",8.5433
"(45, 70)",4.4983
"(45, 71)",5.9717
"(45, 72)",5.9717
"(45, 73)",5.9717
"(45, 74)",5.9717
"(45, 75)",5.9717
"(45, 96)",20.955
"(45, 97)",20.955
"(45, 98)",20.955
"(46, 0)",4.4983
"(46, 1)",11.0133
"(46, 2)",11.0133
"(46, 3)",11.0133
"(46, 4)",11.0133
"(46, 5)",11.0133
"(46, 17)",20.955
"(46, 18)",20.955
"(46, 19)",4.4983
"(46, 20)",20.955
"(46, 21)",20.955
"(46, 22)",4.4983
"(46, 23)",20.955
"(46, 24)",20.955
"(46, 25)",4.4983
"(46, 26)",20.955
"(46, 27)",20.955
"(46, 28)",19.4967
"(46, 29)",19.4967
"(46, 30)",19.4967
"(46, 31)",19.4967
"(46, 32)",19.4967
"(46, 33)",4.4983
"(46, 34)",16.8383
"(46, 35)",16.8383
"(46, 36)",16.8383
"(46, 37)",4.4983
"(46, 38)",4.4983
"(46, 39)",16.8383
"(46, 40)",16.8383
"(46, 41)",16.8383
"(46, 42)",4.4983
"(46, 43)",9.8283
"(46, 44)",9.8283
"(46, 45)",0.0
"(46, 46)",0.0
"(46, 47)",0.0
"(46, 48)",0.0
"(46, 49)",0.0
"(46, 62)",8.5433
"(46, 63)",8.5433
"(46, 64)",4.4983
"(46, 65)",8.5433
"(46, 66)",8.5433
"(46, 67)",4.4983
"(46, 68)",8.5433
"(46, 69)",8.5433
"(46, 70)",4.4983
"(46, 71)",5.9717
"(46, 72)",5.9717
"(46, 73)",5.9717
"(46, 74)",5.9717
"(46, 75)",5.9717
"(46, 96)",20.955
"(46, 97)",20.955
"(46, 98)",20.955
"(47, 0)",4.4983
"(47, 1)",11.0133
"(47, 2)",11.0133
"(47, 3)",11.0133
"(47, 4)",11.0133
"(47, 5)",11.0133
"(47, 17)",20.955
"(47, 18)",20.955
"(47, 19)",4.4983
"(47, 20)",20.955
"(47, 21)",20.955
"(47, 22)",4.4983
"(47, 23)",20.955
"(47, 24)",20.955
"(47, 25)",4.4983
"(47, 26)",20.955
"(47, 27)",20.955
"(47, 28)",19.4967
"(47, 29)",19.4967
"(47, 30)",19.4967
"(47, 31)",19.4967
"(47, 32)",19.4967
"(47, 33)",4.4983
"(47, 34)",16.8383
"(47, 35)",16.8383
"(47, 36)",16.8383
"(47, 37)",4.4983
"(47, 38)",4.4983
"(47, 39)",16.8383
"(47, 40)",16.8383
"(47, 41)",16.8383
"(47, 42)",4.4983
"(47, 43)",9.8283
"(47, 44)",9.8283
"(47, 45)",0.0
"(47, 46)",0.0
"(47, 47)",0.0
"(47, 48)",0.0
"(47, 49)",0.0
"(47, 62)",8.5433
"(47, 63)",8.5433
"(47, 64)",4.4983
"(47, 65)",8.5433
"(47, 66)",8.5433
"(47, 67)",4.4983
"(47, 68)",8.5433
"(47, 69)",8.5433
"(47, 70)",4.4983
"(47, 71)",5.9717
"(47, 72)",5.9717
"(47, 73)",5.9717
"(47, 74)",5.9717
"(47, 75)",5.9717
"(47, 96)",20.955
"(47, 97)",20.955
"(47, 98)",20.955
"(48, 0)",4.4983
"(48, 1)",11.0133
"(48, 2)",11.0133
"(48, 3)",11.0133
"(48, 4)",11.0133
"(48, 5)",11.0133
"(48, 17)",20.955
"(48, 18)",20.955
"(48, 19)",4.4983
"(48, 20)",20.955
"(48, 21)",20.955
"(48, 22)",4.4983
"(48, 23)",20.955
"(48, 24)",20.955
"(48, 25)",4.4983
"(48, 26)",20.955
"(48, 27)",20.955
"(48, 28)",19.4967
"(48, 29)",19.4967
"(48, 30)",19.4967
"(48, 31)",19.4967
"(48, 32)",19.4967
"(48, 33)",4.4983
